,Transaction_ID,Sale_Date,Shoe_Model,Colorway,Condition,Retail_Price_USD,Resale_Price_USD,Sales_Channel,Days_in_Inventory,Profit_Margin_USD
2055,TRX-102056,2023-06-20,Air Jordan 1 Low,Bred,Used,128.0,76.1,stockx,4.0,-51.900000000000006
2056,TRX-102057,2024-08-28,Air Jordan 1 High,Concord,VNDS (Very Near Deadstock),171.0,193.4,stockx,5.0,22.40000000000001
2057,TRX-102058,2024-03-02,Air Jordan 11 Retro,Chicago,VNDS (Very Near Deadstock),230.0,269.03,stockx,10.0,39.02999999999997
2058,TRX-102059,2023-02-28,Air Jordan 3 Retro,Concord,Deadstock (Brand New),205.0,413.18,stadium goods,13.0,208.18
2060,TRX-102061,2025-09-06,Air Jordan 4 Retro,Pine Green,Deadstock (Brand New),218.0,658.36,stockx,6.0,440.36
2061,TRX-102062,2023-11-25,Air Jordan 3 Retro,Military Blue,Used,209.0,163.15,goat,1.0,-45.85
2062,TRX-102063,2023-09-02,Air Jordan 4 Retro,Black Cat,Used,225.0,176.71,kick hub 2026,18.0,-48.28999999999999
2063,TRX-102064,2024-06-17,Air Jordan 1 High,Lost & Found,VNDS (Very Near Deadstock),184.0,184.43,stockx,8.0,0.4300000000000068
2064,TRX-102065,2023-10-06,Air Jordan 11 Retro,Concord,VNDS (Very Near Deadstock),229.0,272.78,goat,2.0,43.77999999999997
2065,TRX-102066,2025-07-28,Air Jordan 1 High,Lost & Found,VNDS (Very Near Deadstock),180.0,227.1,stockx,3.0,47.1
2066,TRX-102067,2023-07-04,Air Jordan 1 High,Mocha,VNDS (Very Near Deadstock),189.0,184.92,goat,14.0,-4.0800000000000125
2067,TRX-102068,2024-02-02,Air Jordan 1 High,Chicago,Deadstock (Brand New),186.0,622.7,stadium goods,48.0,436.7000000000001
2068,TRX-102069,2023-09-09,Air Jordan 1 High,Pine Green,Deadstock (Brand New),176.0,443.8,kick hub 2026,8.0,267.8
2070,TRX-102071,2025-09-12,Air Jordan 4 Retro,Concord,VNDS (Very Near Deadstock),219.0,230.18,goat,12.0,11.180000000000009
2071,TRX-102072,2024-03-23,Air Jordan 1 Low,Mocha,Used,123.0,76.47,goat,13.0,-46.53
2072,TRX-102073,2024-07-11,Air Jordan 4 Retro,Military Blue,VNDS (Very Near Deadstock),213.0,299.42,walk-in retail,54.0,86.42000000000002
2073,TRX-102074,2023-10-24,Air Jordan 1 High,Concord,Used,177.0,153.29,goat,14.0,-23.710000000000008
2074,TRX-102075,2024-11-15,Air Jordan 1 High,Sail,Deadstock (Brand New),173.0,387.16,stockx,12.0,214.16000000000005
2075,TRX-102076,2024-03-24,Air Jordan 11 Retro,Black Cat,Deadstock (Brand New),225.0,355.87,walk-in retail,27.0,130.87
2076,TRX-102077,2024-02-17,Air Jordan 1 Low,Chicago,Used,130.0,76.12,walk-in retail,22.0,-53.88
2077,TRX-102078,2023-12-05,Air Jordan 4 Retro,Concord,Deadstock (Brand New),213.0,325.04,goat,10.0,112.04000000000002
2078,TRX-102079,2023-01-31,Air Jordan 3 Retro,Pine Green,VNDS (Very Near Deadstock),208.0,200.31,stadium goods,59.0,-7.689999999999998
2079,TRX-102080,2024-07-21,Air Jordan 11 Retro,Chicago,VNDS (Very Near Deadstock),225.0,320.55,goat,9.0,95.55
2080,TRX-102081,2023-11-13,Air Jordan 4 Retro,Bred,Deadstock (Brand New),213.0,494.56,stockx,1.0,281.56
2081,TRX-102082,2025-03-16,Air Jordan 3 Retro,Lost & Found,Used,205.0,172.08,kick hub 2026,34.0,-32.91999999999999
2082,TRX-102083,2025-05-05,Air Jordan 4 Retro,Pine Green,Deadstock (Brand New),214.0,501.62,stockx,3.0,287.62
2083,TRX-102084,2024-04-11,Air Jordan 1 Low,Military Blue,Used,138.0,110.95,kick hub 2026,38.0,-27.05
2084,TRX-102085,2024-09-30,Air Jordan 1 Low,Sail,Deadstock (Brand New),126.0,242.12,stadium goods,56.0,116.12
2085,TRX-102086,2025-08-07,Air Jordan 4 Retro,Mocha,Used,211.0,163.19,stockx,13.0,-47.81
2086,TRX-102087,2025-02-07,Air Jordan 1 Low,Chicago,Deadstock (Brand New),140.0,311.92,kick hub 2026,44.0,171.92000000000002
2087,TRX-102088,2024-05-26,Air Jordan 4 Retro,Concord,Deadstock (Brand New),222.0,438.71,walk-in retail,54.0,216.71
2088,TRX-102089,2023-04-17,Air Jordan 1 Low,Lost & Found,VNDS (Very Near Deadstock),131.0,148.49,stadium goods,17.0,17.49000000000001
2089,TRX-102090,2025-05-16,Air Jordan 11 Retro,Lost & Found,Deadstock (Brand New),230.0,586.46,goat,11.0,356.46000000000004
2090,TRX-102091,2024-02-26,Air Jordan 11 Retro,Black Cat,Deadstock (Brand New),226.0,582.3,stadium goods,57.0,356.29999999999995
2091,TRX-102092,2024-08-11,Air Jordan 11 Retro,Bred,VNDS (Very Near Deadstock),227.0,250.22,stadium goods,49.0,23.22
2092,TRX-102093,2025-01-11,Air Jordan 11 Retro,Black Cat,VNDS (Very Near Deadstock),225.0,279.61,walk-in retail,17.0,54.610000000000014
2093,TRX-102094,2024-05-23,Air Jordan 11 Retro,Concord,Used,229.0,203.62,stadium goods,17.0,-25.379999999999995
2094,TRX-102095,2024-04-02,Air Jordan 1 Low,Pine Green,VNDS (Very Near Deadstock),132.0,180.26,walk-in retail,8.0,48.25999999999999
2095,TRX-102096,2024-05-22,Air Jordan 1 Low,Bred,VNDS (Very Near Deadstock),110.0,108.22,stockx,3.0,-1.7800000000000011
2096,TRX-102097,2023-04-14,Air Jordan 1 High,Concord,Used,180.0,116.84,stockx,12.0,-63.16
2097,TRX-102098,2024-02-08,Air Jordan 1 Low,Sail,Deadstock (Brand New),138.0,311.57,walk-in retail,27.0,173.57
2098,TRX-102099,2023-06-02,Air Jordan 1 Low,Chicago,Used,136.0,121.5,stadium goods,54.0,-14.5
2099,TRX-102100,2023-02-26,Air Jordan 11 Retro,Bred,Deadstock (Brand New),227.0,358.61,stadium goods,23.0,131.61
2100,TRX-102101,2025-04-03,Air Jordan 11 Retro,Military Blue,VNDS (Very Near Deadstock),225.0,231.17,stadium goods,28.0,6.169999999999988
2101,TRX-102102,2023-09-22,Air Jordan 1 High,Concord,Deadstock (Brand New),189.0,431.69,stadium goods,48.0,242.69
2102,TRX-102103,2023-10-20,Air Jordan 3 Retro,Black Cat,Deadstock (Brand New),205.0,268.64,kick hub 2026,22.0,63.63999999999999
2103,TRX-102104,2025-02-24,Air Jordan 11 Retro,Pine Green,Deadstock (Brand New),230.0,706.52,goat,6.0,476.52
2104,TRX-102105,2024-07-29,Air Jordan 11 Retro,Mocha,VNDS (Very Near Deadstock),226.0,216.43,stadium goods,36.0,-9.569999999999991
2105,TRX-102106,2023-04-01,Air Jordan 1 High,Pine Green,VNDS (Very Near Deadstock),180.0,185.82,goat,11.0,5.819999999999993
2106,TRX-102107,2023-09-15,Air Jordan 1 Low,Pine Green,Deadstock (Brand New),123.0,200.35,goat,8.0,77.35
2107,TRX-102108,2023-09-11,Air Jordan 11 Retro,Bred,VNDS (Very Near Deadstock),229.0,314.14,stockx,8.0,85.13999999999999
2108,TRX-102109,2025-01-19,Air Jordan 11 Retro,Lost & Found,Used,225.0,176.35,stockx,3.0,-48.650000000000006
2109,TRX-102110,2024-07-24,Air Jordan 1 Low,Chicago,Deadstock (Brand New),134.0,388.29,goat,14.0,254.29
2110,TRX-102111,2025-04-27,Air Jordan 1 High,Lost & Found,VNDS (Very Near Deadstock),170.0,196.34,walk-in retail,47.0,26.340000000000003
2111,TRX-102112,2024-12-30,Air Jordan 4 Retro,Pine Green,Used,220.0,122.1,stadium goods,43.0,-97.9
2112,TRX-102113,2025-05-08,Air Jordan 11 Retro,Black Cat,VNDS (Very Near Deadstock),229.0,305.89,goat,13.0,76.88999999999999
2113,TRX-102114,2024-11-01,Air Jordan 3 Retro,Lost & Found,Deadstock (Brand New),204.0,645.93,goat,2.0,441.93
2114,TRX-102115,2024-06-27,Air Jordan 1 Low,Military Blue,Used,130.0,87.25,stockx,5.0,-42.75
2115,TRX-102116,2025-02-21,Air Jordan 1 Low,Mocha,VNDS (Very Near Deadstock),113.0,150.61,kick hub 2026,46.0,37.610000000000014
2116,TRX-102117,2024-01-14,Air Jordan 1 Low,Black Cat,Used,134.0,78.49,stockx,6.0,-55.510000000000005
2117,TRX-102118,2023-03-28,Air Jordan 4 Retro,Mocha,Deadstock (Brand New),223.0,415.16,goat,7.0,192.16000000000005
2118,TRX-102119,2024-11-24,Air Jordan 3 Retro,Bred,Deadstock (Brand New),204.0,454.87,stockx,11.0,250.87
2119,TRX-102120,2024-10-07,Air Jordan 3 Retro,Concord,Used,206.0,121.41,stockx,14.0,-84.59
2120,TRX-102121,2025-07-15,Air Jordan 1 Low,Black Cat,VNDS (Very Near Deadstock),111.0,120.23,stadium goods,6.0,9.230000000000004
2121,TRX-102122,2024-11-09,Air Jordan 3 Retro,Chicago,Deadstock (Brand New),206.0,609.06,goat,14.0,403.06
2122,TRX-102123,2024-11-28,Air Jordan 3 Retro,Sail,VNDS (Very Near Deadstock),208.0,270.04,goat,5.0,62.04000000000002
2123,TRX-102124,2025-02-19,Air Jordan 3 Retro,Mocha,VNDS (Very Near Deadstock),201.0,234.33,walk-in retail,19.0,33.33000000000001
2124,TRX-102125,2024-12-15,Air Jordan 1 Low,Bred,Used,131.0,89.42,walk-in retail,49.0,-41.58
2125,TRX-102126,2025-03-25,Air Jordan 1 Low,Concord,Deadstock (Brand New),111.0,252.33,stockx,7.0,141.33
2126,TRX-102127,2024-06-30,Air Jordan 11 Retro,Lost & Found,Deadstock (Brand New),229.0,338.37,stadium goods,5.0,109.37
2127,TRX-102128,2025-08-26,Air Jordan 1 Low,Concord,Deadstock (Brand New),135.0,419.94,walk-in retail,13.0,284.94
2128,TRX-102129,2025-06-02,Air Jordan 1 High,Lost & Found,VNDS (Very Near Deadstock),184.0,223.87,kick hub 2026,31.0,39.870000000000005
2129,TRX-102130,2023-04-20,Air Jordan 4 Retro,Chicago,VNDS (Very Near Deadstock),215.0,228.83,walk-in retail,39.0,13.830000000000013
2130,TRX-102131,2023-06-01,Air Jordan 3 Retro,Bred,Deadstock (Brand New),210.0,317.86,stadium goods,45.0,107.86
2131,TRX-102132,2025-08-13,Air Jordan 11 Retro,Military Blue,Deadstock (Brand New),228.0,350.14,goat,13.0,122.14
2132,TRX-102133,2023-11-01,Air Jordan 4 Retro,Concord,Used,216.0,124.45,goat,1.0,-91.55
2133,TRX-102134,2025-02-28,Air Jordan 1 High,Pine Green,Deadstock (Brand New),182.0,575.3,goat,9.0,393.3
2134,TRX-102135,2025-08-31,Air Jordan 4 Retro,Military Blue,VNDS (Very Near Deadstock),216.0,209.3,kick hub 2026,42.0,-6.699999999999989
2135,TRX-102136,2024-02-02,Air Jordan 1 High,Bred,VNDS (Very Near Deadstock),187.0,276.1,stockx,10.0,89.10000000000002
2136,TRX-102137,2023-01-27,Air Jordan 1 High,Mocha,VNDS (Very Near Deadstock),190.0,228.85,stockx,7.0,38.85
2137,TRX-102138,2024-09-30,Air Jordan 4 Retro,Mocha,Used,225.0,146.23,stockx,7.0,-78.77000000000001
2138,TRX-102139,2024-01-01,Air Jordan 3 Retro,Military Blue,Used,203.0,102.15,walk-in retail,26.0,-100.85
2139,TRX-102140,2025-04-24,Air Jordan 1 Low,Black Cat,Used,116.0,69.34,stockx,9.0,-46.66
2140,TRX-102141,2023-12-09,Air Jordan 1 High,Mocha,Used,188.0,162.14,walk-in retail,32.0,-25.860000000000014
2141,TRX-102142,2024-08-20,Air Jordan 11 Retro,Chicago,Used,230.0,139.36,stockx,1.0,-90.64
2142,TRX-102143,2025-07-24,Air Jordan 3 Retro,Military Blue,Deadstock (Brand New),209.0,634.35,kick hub 2026,19.0,425.35
2143,TRX-102144,2023-07-27,Air Jordan 3 Retro,Mocha,Deadstock (Brand New),201.0,382.35,stockx,10.0,181.35
2144,TRX-102145,2024-01-04,Air Jordan 11 Retro,Sail,Deadstock (Brand New),226.0,689.4,kick hub 2026,17.0,463.4
2145,TRX-102146,2023-12-02,Air Jordan 11 Retro,Bred,Used,226.0,168.8,kick hub 2026,19.0,-57.19999999999999
2147,TRX-102148,2025-06-25,Air Jordan 4 Retro,Pine Green,VNDS (Very Near Deadstock),218.0,206.22,walk-in retail,5.0,-11.78
2148,TRX-102149,2025-04-13,Air Jordan 11 Retro,Pine Green,VNDS (Very Near Deadstock),230.0,212.8,stadium goods,58.0,-17.19999999999999
2149,TRX-102150,2024-02-28,Air Jordan 1 Low,Sail,Deadstock (Brand New),116.0,231.73,walk-in retail,48.0,115.73
2150,TRX-102151,2025-05-19,Air Jordan 3 Retro,Chicago,Deadstock (Brand New),206.0,277.03,stockx,13.0,71.02999999999997
2151,TRX-102152,2024-05-24,Air Jordan 1 Low,Mocha,VNDS (Very Near Deadstock),138.0,141.46,walk-in retail,44.0,3.460000000000008
2152,TRX-102153,2024-11-23,Air Jordan 1 High,Sail,Used,173.0,154.87,goat,5.0,-18.129999999999995
2153,TRX-102154,2024-05-28,Air Jordan 11 Retro,Lost & Found,Deadstock (Brand New),229.0,695.07,kick hub 2026,58.0,466.0700000000001
2154,TRX-102155,2025-08-18,Air Jordan 4 Retro,Bred,Deadstock (Brand New),221.0,317.75,walk-in retail,13.0,96.75
2155,TRX-102156,2025-06-04,Air Jordan 4 Retro,Black Cat,VNDS (Very Near Deadstock),218.0,242.32,stadium goods,14.0,24.319999999999997
2156,TRX-102157,2024-09-09,Air Jordan 1 Low,Black Cat,VNDS (Very Near Deadstock),111.0,109.43,kick hub 2026,29.0,-1.5699999999999932
2157,TRX-102158,2025-06-15,Air Jordan 1 Low,Chicago,Used,134.0,107.47,goat,10.0,-26.53
2158,TRX-102159,2024-09-28,Air Jordan 1 Low,Bred,Used,110.0,90.08,stockx,6.0,-19.92
2159,TRX-102160,2024-08-14,Air Jordan 1 High,Pine Green,Used,184.0,106.88,stadium goods,56.0,-77.12
2160,TRX-102161,2025-08-26,Air Jordan 3 Retro,Black Cat,VNDS (Very Near Deadstock),210.0,299.98,stadium goods,60.0,89.98000000000002
2161,TRX-102162,2024-11-02,Air Jordan 4 Retro,Sail,Deadstock (Brand New),210.0,283.42,stockx,10.0,73.42000000000002
2162,TRX-102163,2025-08-19,Air Jordan 3 Retro,Military Blue,Deadstock (Brand New),210.0,400.89,kick hub 2026,24.0,190.89
2163,TRX-102164,2025-06-08,Air Jordan 11 Retro,Lost & Found,VNDS (Very Near Deadstock),226.0,243.84,stockx,3.0,17.840000000000003
2164,TRX-102165,2023-08-23,Air Jordan 11 Retro,Chicago,Deadstock (Brand New),229.0,550.6,walk-in retail,54.0,321.6
2165,TRX-102166,2025-04-22,Air Jordan 11 Retro,Bred,Deadstock (Brand New),230.0,399.75,goat,4.0,169.75
2166,TRX-102167,2024-07-27,Air Jordan 3 Retro,Pine Green,VNDS (Very Near Deadstock),205.0,185.47,walk-in retail,7.0,-19.53
2167,TRX-102168,2023-08-22,Air Jordan 1 High,Chicago,VNDS (Very Near Deadstock),189.0,247.56,goat,3.0,58.56
2168,TRX-102169,2023-09-12,Air Jordan 1 Low,Chicago,Used,128.0,96.43,kick hub 2026,50.0,-31.569999999999997
2169,TRX-102170,2023-08-16,Air Jordan 1 High,Black Cat,VNDS (Very Near Deadstock),181.0,190.41,kick hub 2026,18.0,9.409999999999997
2170,TRX-102171,2025-06-03,Air Jordan 3 Retro,Military Blue,Used,208.0,177.22,stadium goods,18.0,-30.78
2171,TRX-102172,2024-09-13,Air Jordan 1 Low,Bred,VNDS (Very Near Deadstock),126.0,182.5,stockx,6.0,56.5
2172,TRX-102173,2023-09-16,Air Jordan 11 Retro,Pine Green,Deadstock (Brand New),227.0,466.24,walk-in retail,8.0,239.24
2173,TRX-102174,2023-04-22,Air Jordan 11 Retro,Mocha,VNDS (Very Near Deadstock),229.0,337.91,goat,2.0,108.91000000000004
2174,TRX-102175,2025-01-01,Air Jordan 1 High,Sail,Used,176.0,147.29,kick hub 2026,54.0,-28.710000000000008
2175,TRX-102176,2023-03-12,Air Jordan 1 Low,Sail,VNDS (Very Near Deadstock),133.0,133.24,goat,12.0,0.2400000000000091
2176,TRX-102177,2023-06-09,Air Jordan 1 High,Concord,Used,175.0,138.46,walk-in retail,19.0,-36.53999999999999
2177,TRX-102178,2023-12-29,Air Jordan 3 Retro,Military Blue,Used,200.0,156.4,goat,3.0,-43.6
2178,TRX-102179,2025-02-11,Air Jordan 1 High,Pine Green,VNDS (Very Near Deadstock),170.0,203.25,kick hub 2026,43.0,33.25
2179,TRX-102180,2025-01-01,Air Jordan 11 Retro,Pine Green,Deadstock (Brand New),230.0,462.79,walk-in retail,45.0,232.79
2180,TRX-102181,2023-06-23,Air Jordan 3 Retro,Bred,Deadstock (Brand New),209.0,313.68,stadium goods,49.0,104.68
2181,TRX-102182,2024-10-09,Air Jordan 1 Low,Mocha,VNDS (Very Near Deadstock),140.0,135.18,stadium goods,53.0,-4.819999999999993
2182,TRX-102183,2025-03-16,Air Jordan 1 Low,Sail,Deadstock (Brand New),124.0,424.44,walk-in retail,30.0,300.44
2183,TRX-102184,2025-07-25,Air Jordan 11 Retro,Bred,Used,226.0,160.21,goat,11.0,-65.78999999999999
2184,TRX-102185,2024-07-24,Air Jordan 3 Retro,Chicago,Deadstock (Brand New),204.0,466.57,kick hub 2026,12.0,262.57
2185,TRX-102186,2025-02-23,Air Jordan 1 High,Sail,Deadstock (Brand New),173.0,349.83,stadium goods,16.0,176.82999999999998
2186,TRX-102187,2023-08-20,Air Jordan 1 High,Bred,Used,173.0,116.12,walk-in retail,6.0,-56.88
2187,TRX-102188,2024-04-11,Air Jordan 3 Retro,Concord,Used,210.0,169.36,goat,2.0,-40.63999999999999
2188,TRX-102189,2025-06-21,Air Jordan 11 Retro,Sail,Deadstock (Brand New),225.0,435.79,stadium goods,10.0,210.79
2189,TRX-102190,2023-10-01,Air Jordan 1 High,Bred,Used,184.0,94.63,stadium goods,34.0,-89.37
2190,TRX-102191,2024-05-22,Air Jordan 3 Retro,Concord,VNDS (Very Near Deadstock),210.0,299.79,goat,14.0,89.79000000000002
2191,TRX-102192,2024-07-18,Air Jordan 3 Retro,Concord,VNDS (Very Near Deadstock),202.0,243.18,goat,12.0,41.18000000000001
2192,TRX-102193,2024-10-17,Air Jordan 3 Retro,Concord,Deadstock (Brand New),201.0,664.93,stockx,9.0,463.93
2193,TRX-102194,2023-05-07,Air Jordan 3 Retro,Mocha,Deadstock (Brand New),203.0,696.45,walk-in retail,23.0,493.4500000000001
2194,TRX-102195,2024-05-04,Air Jordan 11 Retro,Bred,Deadstock (Brand New),225.0,417.08,stockx,11.0,192.08
2195,TRX-102196,2024-09-21,Air Jordan 1 Low,Military Blue,VNDS (Very Near Deadstock),123.0,163.34,goat,11.0,40.34
2196,TRX-102197,2023-08-02,Air Jordan 4 Retro,Black Cat,VNDS (Very Near Deadstock),211.0,292.99,stockx,10.0,81.99000000000001
2197,TRX-102198,2025-05-30,Air Jordan 1 Low,Chicago,Deadstock (Brand New),122.0,346.67,walk-in retail,9.0,224.67
2198,TRX-102199,2024-02-25,Air Jordan 11 Retro,Military Blue,Used,227.0,122.45,stadium goods,37.0,-104.55
2199,TRX-102200,2024-03-16,Air Jordan 11 Retro,Pine Green,Used,228.0,158.15,kick hub 2026,8.0,-69.85
2200,TRX-102201,2024-07-07,Air Jordan 11 Retro,Sail,Used,229.0,129.11,kick hub 2026,53.0,-99.89
2201,TRX-102202,2024-11-15,Air Jordan 4 Retro,Military Blue,Deadstock (Brand New),214.0,613.01,stadium goods,32.0,399.01
2202,TRX-102203,2024-02-08,Air Jordan 11 Retro,Chicago,Deadstock (Brand New),229.0,701.5,kick hub 2026,47.0,472.5
2203,TRX-102204,2024-05-20,Air Jordan 1 High,Chicago,Used,176.0,135.4,walk-in retail,46.0,-40.6
2204,TRX-102205,2023-08-19,Air Jordan 4 Retro,Lost & Found,Deadstock (Brand New),222.0,341.13,kick hub 2026,6.0,119.13
2205,TRX-102206,2025-07-12,Air Jordan 1 Low,Pine Green,Deadstock (Brand New),112.0,301.58,walk-in retail,56.0,189.58
2206,TRX-102207,2024-12-03,Air Jordan 1 High,Sail,Deadstock (Brand New),187.0,485.54,walk-in retail,35.0,298.54
2207,TRX-102208,2023-10-31,Air Jordan 1 High,Military Blue,VNDS (Very Near Deadstock),173.0,199.97,stockx,4.0,26.97
2208,TRX-102209,2024-09-14,Air Jordan 4 Retro,Bred,Deadstock (Brand New),223.0,402.33,walk-in retail,27.0,179.32999999999998
2209,TRX-102210,2025-07-09,Air Jordan 11 Retro,Pine Green,Deadstock (Brand New),226.0,535.22,stadium goods,12.0,309.22
2210,TRX-102211,2024-04-09,Air Jordan 4 Retro,Black Cat,Used,215.0,148.15,walk-in retail,39.0,-66.85
2211,TRX-102212,2023-07-04,Air Jordan 4 Retro,Military Blue,Deadstock (Brand New),223.0,466.6,walk-in retail,48.0,243.6
2212,TRX-102213,2024-07-24,Air Jordan 4 Retro,Black Cat,VNDS (Very Near Deadstock),216.0,218.96,kick hub 2026,34.0,2.960000000000008
2213,TRX-102214,2025-08-18,Air Jordan 11 Retro,Chicago,Used,229.0,168.72,stadium goods,49.0,-60.28
2214,TRX-102215,2025-09-04,Air Jordan 4 Retro,Pine Green,VNDS (Very Near Deadstock),221.0,227.56,walk-in retail,29.0,6.560000000000002
2215,TRX-102216,2024-07-17,Air Jordan 11 Retro,Military Blue,Deadstock (Brand New),226.0,614.97,walk-in retail,28.0,388.97
2216,TRX-102217,2024-01-01,Air Jordan 3 Retro,Concord,Deadstock (Brand New),207.0,702.15,goat,12.0,495.15
2217,TRX-102218,2024-10-09,Air Jordan 1 Low,Concord,VNDS (Very Near Deadstock),122.0,143.92,stockx,9.0,21.919999999999987
2218,TRX-102219,2023-01-02,Air Jordan 11 Retro,Black Cat,VNDS (Very Near Deadstock),227.0,304.4,kick hub 2026,56.0,77.39999999999998
2219,TRX-102220,2023-12-10,Air Jordan 4 Retro,Sail,Used,221.0,178.13,goat,7.0,-42.870000000000005
2220,TRX-102221,2025-07-31,Air Jordan 1 Low,Sail,VNDS (Very Near Deadstock),119.0,160.06,stadium goods,24.0,41.06
2221,TRX-102222,2024-11-09,Air Jordan 3 Retro,Sail,Used,201.0,127.45,walk-in retail,60.0,-73.55
2223,TRX-102224,2025-08-11,Air Jordan 1 Low,Lost & Found,VNDS (Very Near Deadstock),136.0,155.18,goat,7.0,19.180000000000007
2224,TRX-102225,2024-08-17,Air Jordan 11 Retro,Black Cat,Used,228.0,161.82,walk-in retail,51.0,-66.18
2225,TRX-102226,2024-08-12,Air Jordan 3 Retro,Black Cat,Deadstock (Brand New),201.0,424.6,stockx,2.0,223.6
2226,TRX-102227,2025-04-10,Air Jordan 1 High,Concord,Deadstock (Brand New),178.0,601.28,kick hub 2026,39.0,423.28
2227,TRX-102228,2025-02-28,Air Jordan 3 Retro,Lost & Found,Used,204.0,134.86,walk-in retail,16.0,-69.13999999999999
2228,TRX-102229,2023-07-06,Air Jordan 3 Retro,Black Cat,VNDS (Very Near Deadstock),202.0,279.13,walk-in retail,12.0,77.13
2229,TRX-102230,2025-06-12,Air Jordan 3 Retro,Concord,Used,203.0,143.73,walk-in retail,53.0,-59.27000000000001
2230,TRX-102231,2023-12-02,Air Jordan 4 Retro,Concord,VNDS (Very Near Deadstock),214.0,282.24,kick hub 2026,53.0,68.24000000000001
2231,TRX-102232,2025-03-07,Air Jordan 1 Low,Black Cat,VNDS (Very Near Deadstock),138.0,138.44,stockx,3.0,0.4399999999999977
2232,TRX-102233,2023-09-21,Air Jordan 4 Retro,Concord,VNDS (Very Near Deadstock),217.0,256.75,walk-in retail,54.0,39.75
2233,TRX-102234,2023-12-28,Air Jordan 1 Low,Sail,Deadstock (Brand New),126.0,412.88,walk-in retail,29.0,286.88
2234,TRX-102235,2023-08-02,Air Jordan 1 Low,Pine Green,Deadstock (Brand New),140.0,253.3,goat,2.0,113.3
2235,TRX-102236,2023-01-21,Air Jordan 3 Retro,Black Cat,Used,202.0,117.82,kick hub 2026,56.0,-84.18
2236,TRX-102237,2024-07-30,Air Jordan 3 Retro,Military Blue,VNDS (Very Near Deadstock),204.0,201.36,walk-in retail,41.0,-2.6399999999999864
2237,TRX-102238,2025-07-06,Air Jordan 3 Retro,Sail,Used,204.0,130.76,walk-in retail,26.0,-73.24000000000001
2238,TRX-102239,2023-12-17,Air Jordan 3 Retro,Concord,Deadstock (Brand New),204.0,548.09,goat,14.0,344.09000000000003
2239,TRX-102240,2025-09-04,Air Jordan 3 Retro,Military Blue,VNDS (Very Near Deadstock),200.0,224.05,kick hub 2026,46.0,24.05000000000001
2240,TRX-102241,2023-06-25,Air Jordan 3 Retro,Bred,Used,201.0,112.21,goat,8.0,-88.79
2241,TRX-102242,2025-02-20,Air Jordan 11 Retro,Bred,Used,230.0,151.34,walk-in retail,43.0,-78.66
2242,TRX-102243,2024-04-18,Air Jordan 1 High,Lost & Found,Deadstock (Brand New),183.0,434.78,walk-in retail,8.0,251.78
2243,TRX-102244,2023-04-12,Air Jordan 3 Retro,Bred,Deadstock (Brand New),206.0,698.83,stadium goods,8.0,492.83
2244,TRX-102245,2023-11-08,Air Jordan 4 Retro,Concord,Used,223.0,121.47,kick hub 2026,25.0,-101.53
2245,TRX-102246,2023-08-14,Air Jordan 11 Retro,Concord,Deadstock (Brand New),228.0,675.13,goat,8.0,447.13
2246,TRX-102247,2025-06-12,Air Jordan 3 Retro,Sail,VNDS (Very Near Deadstock),208.0,264.71,stockx,1.0,56.70999999999998
2247,TRX-102248,2025-07-27,Air Jordan 1 High,Mocha,Used,173.0,109.74,goat,9.0,-63.260000000000005
2248,TRX-102249,2025-03-14,Air Jordan 3 Retro,Sail,Deadstock (Brand New),210.0,279.7,stadium goods,26.0,69.69999999999999
2249,TRX-102250,2023-07-27,Air Jordan 1 High,Mocha,Deadstock (Brand New),172.0,550.82,stockx,3.0,378.8200000000001
2250,TRX-102251,2024-10-27,Air Jordan 11 Retro,Mocha,Deadstock (Brand New),228.0,715.66,stadium goods,40.0,487.66
2251,TRX-102252,2024-08-10,Air Jordan 3 Retro,Pine Green,Used,200.0,116.63,stadium goods,7.0,-83.37
2252,TRX-102253,2024-09-01,Air Jordan 1 Low,Chicago,Deadstock (Brand New),127.0,254.14,stockx,6.0,127.14
2253,TRX-102254,2024-03-25,Air Jordan 1 Low,Bred,Deadstock (Brand New),116.0,376.92,walk-in retail,37.0,260.92
2254,TRX-102255,2024-08-06,Air Jordan 11 Retro,Black Cat,Used,227.0,188.87,stadium goods,13.0,-38.13
2255,TRX-102256,2024-04-24,Air Jordan 1 Low,Pine Green,Deadstock (Brand New),117.0,286.25,goat,9.0,169.25
2256,TRX-102257,2025-09-25,Air Jordan 1 Low,Bred,VNDS (Very Near Deadstock),112.0,133.4,goat,13.0,21.40000000000001
2257,TRX-102258,2023-06-17,Air Jordan 11 Retro,Lost & Found,VNDS (Very Near Deadstock),226.0,216.58,kick hub 2026,50.0,-9.419999999999987
2258,TRX-102259,2024-10-05,Air Jordan 4 Retro,Mocha,Deadstock (Brand New),216.0,467.89,goat,13.0,251.89
2259,TRX-102260,2024-07-08,Air Jordan 1 High,Concord,Deadstock (Brand New),179.0,502.9,goat,11.0,323.9
2260,TRX-102261,2024-08-06,Air Jordan 1 Low,Military Blue,Deadstock (Brand New),126.0,343.48,stadium goods,41.0,217.48
2261,TRX-102262,2023-01-02,Air Jordan 1 High,Lost & Found,VNDS (Very Near Deadstock),184.0,176.35,stadium goods,5.0,-7.650000000000006
